Número Licitação;Número Processo;Objeto;Modalidade Compra;Situação Licitação;Código Órgão Superior;Nome Órgão Superior;Código Órgão;Nome Órgão;Código UG;Nome UG;Município;Data Resultado Compra;Data Abertura; Valor Licitação 
22019;2,32E+16;Objeto: Contratação de empresa especializada para prestação de serviço de 9º (nona) revisão do veículo HB20, placa PPA-0106, pertencente ao Instituto Federal do Espírito Santo   Ifes campus São Mateus, conforme condições, quantidades e exigências estabelecidas no Termo de Referência.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26406;Instituto Federal do Espírito Santo;158423;INST.FED. ESPIRITO SANTO/CAMPUS SÃO MATEUS;SAO MATEUS;15/01/2019;;R$ 635
22019;2,32E+16;Objeto: Contratação de serviços de abastecimento de água e esgoto para o Ifes Campus São Mateus no decorrer do exercício de 2019.;Inexigibilidade de Licitação;Encerrado;26000;Ministério da Educação;26406;Instituto Federal do Espírito Santo;158423;INST.FED. ESPIRITO SANTO/CAMPUS SÃO MATEUS;SAO MATEUS;10/01/2019;;R$ 8.000
22019;2,32E+16;Objeto: Fornecimento de água potável para o Campus Lajeado por 12 meses.;Inexigibilidade de Licitação;Publicado;26000;Ministério da Educação;26436;Instituto Federal Sul-rio-grandense;158126;INST.FED.DE EDUC.,CIE.E TEC.SUL-RIO-GRANDENSE;PELOTAS;29/01/2019;;R$ 8.004
22019;2,32E+16;Objeto: Fornecimento de energia elétrica e iluminação pública para o Campus Lajeado, por 12 meses.;Dispensa de Licitação;Publicado;26000;Ministério da Educação;26436;Instituto Federal Sul-rio-grandense;158126;INST.FED.DE EDUC.,CIE.E TEC.SUL-RIO-GRANDENSE;PELOTAS;30/01/2019;;R$ 123.000
22019;2,32E+16;Objeto: Contratação do professor Geraldo de Almeida Pimentel Filho para ministrar duas palestras de treinamento, aperfeiçoamento e acolhimento de servidores e alunos nos dias 29 e 30 de janeiro de 2019 durante a programação da Semana pedagógica e de ambientação do IFPB   Campus Patos.;Inexigibilidade de Licitação;Encerrado;26000;Ministério da Educação;26417;Instituto Federal da Paraíba;158470;IFPB - CAMPUS PATOS;PATOS;28/01/2019;;R$ 3.200
22019;2,32E+16;Objeto: Serviço de solda na estrutura que sustenta as pranchetas das carteiras escolares, para atender às necessidades do IFPB - Campus Princesa Isabel.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26417;Instituto Federal da Paraíba;158471;IFPB - CAMPUS PRINCESA ISABEL;PRINCESA ISABEL;31/01/2019;;R$ 548
22019;2,32E+16;Objeto: Contratação de serviço de pessoa jurídica para fornecimento de energia elétrica junto à Companhia Energética do Piauí/Equatorial, no exercício de 2019.;Dispensa de Licitação;Publicado;26000;Ministério da Educação;26431;Instituto Federal do Piauí;158363;INST. FED. PIAUÍ/CAMPUS URUÇUÍ;URUCUI;29/01/2019;;R$ 396.114
22019;2,32E+16;Objeto: Contratação de empresa especializada para prestação de serviço de reparo, aquisição e instalação de bomba hidráulica, para atender ás demandas do sistema hidráulico do IFPI - Campus São Raimundo Nonato.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26431;Instituto Federal do Piauí;158361;INST. FED. PIAUÍ/CAMPUS SÃO RAIMUNDO NONATO;SAO RAIMUNDO NONATO;29/01/2019;;R$ 3.790
22019;2,32E+16;Objeto: Custeio de iluminação pública do IFPI Campus Picos.;Dispensa de Licitação;Publicado;26000;Ministério da Educação;26431;Instituto Federal do Piauí;158356;INST. FED. PIAUÍ/CAMPUS PICOS;PICOS;29/01/2019;;R$ 5.000
22019;2,32E+16;Objeto: Aquisição de óleo de motor para o coletivo do IFPI Campus Paulistana.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26431;Instituto Federal do Piauí;158359;INST. FED. PIAUI/CAMPUS PAULISTANA;PAULISTANA;16/01/2019;;R$ 260
22019;2,32E+16;Objeto: Filtro de água para ponto de uso de 5 polegadas com refil.  Características Técnicas:  - Eficiência de redução de cloro livre: Sim  - Controle Microbiológico: Sim  - Vida útil do refil: 2000 L  - Vazão Nominal: 30 L  - Entrada/Saída: 1/2;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26431;Instituto Federal do Piauí;158357;INST. FED. PIAUÍ/CAMPUS PARNAÍBA;PARNAIBA;18/01/2019;;R$ 1.366
22019;2,32E+16;Objeto: Empenho em favor da concessionária ESCELSA, inscrita no CNPJ 28.152.650/0001-71, para atendimento das despesas com serviços de fornecimento de energia elétrica durante o exercício financeiro de 2019.;Dispensa de Licitação;Publicado;26000;Ministério da Educação;26406;Instituto Federal do Espírito Santo;158883;INST.FED.DO ESPíRITO SANTO/CAMPUS GUARAPARI;GUARAPARI;16/01/2019;;R$ 25.000
22019;2,32E+16;Objeto: Aquisição de materiais de reforma e construção para o IFPI Campus Oeiras PI.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26431;Instituto Federal do Piauí;154701;INST. FED. PIAUÍ/CAMPUS OEIRAS;OEIRAS;22/01/2019;;R$ 8.392
22019;2,32E+16;Objeto: Emissão de empenho estimativo em favor da Empresa Brasileira de Correios e Telégrafos para despesas com serviços de entrega em âmbito nacional e internacional de encomendas;Inexigibilidade de Licitação;Encerrado;26000;Ministério da Educação;26406;Instituto Federal do Espírito Santo;158428;INST.FED. ESPIRITO SANTO/CAMPUS IBATIBA;IBATIBA;23/01/2019;;R$ 2.000
22019;2,32E+16;Objeto: Inexigibilidade de licitação para o atendimento das despesas com serviços de abastecimento de água e tratamento de esgoto para o Ifes-Campus Venda Nova do Imigrante.;Inexigibilidade de Licitação;Publicado;26000;Ministério da Educação;26406;Instituto Federal do Espírito Santo;158429;INST.FED. ESPIRITO SANTO/CAMPUS V.N. DO IMIGR;VENDA NOVA DO IMIGRANTE;21/01/2019;;R$ 30.000
22019;2,32E+16;Objeto: Contratação dos serviços públicos de fornecimento de energia elétrica, com fulcro no artigo 24, Inciso XXII da Lei nº 8.666/93.;Dispensa de Licitação;Publicado;26000;Ministério da Educação;26431;Instituto Federal do Piauí;155199;INST. FED. PIAUÍ/CAMPUS VALENÇA DO PIAUÍ;VALENCA DO PIAUI;21/01/2019;;R$ 279.423
22019;2,32E+16;Objeto: Confecção de fichas para acompanhamento processual.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26406;Instituto Federal do Espírito Santo;158427;INST.FED. ESPIRITO SANTO/CAMPUS VILA VELHA;VILA VELHA;29/01/2019;;R$ 180
22019;2,32E+16;Objeto: Pagamento de taxa de inscrição da servidora Michelle Gozzi lotada na PROEN, para participação em curso de capacitação - 'curso de atualização sobre processo de expedição e registro de certificados e diplomas de IES-EAD' - a realizar-se nos dias 19/02/2019 a 21/02/2019.;Inexigibilidade de Licitação;Encerrado;26000;Ministério da Educação;26414;Instituto Federal do Mato Grosso;158144;INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO;CUIABA;31/01/2019;;R$ 950
22019;2,32E+16;Objeto: Contratação de empresa para manutenção preventiva e corretiva do elevador da Reitoria - IFMT, com fornecimento de peças e acessórios genuínos do seu respectivo fabricante. autorização de contratação 001/2019.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26414;Instituto Federal do Mato Grosso;158144;INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO;CUIABA;15/01/2019;;R$ 13.714
22019;2,32E+16;Objeto: Contratação dos serviços de dedetização.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26414;Instituto Federal do Mato Grosso;158497;INST.FED.MATO GROSSO/CAMPUS BARRA DO GARÇAS;BARRA DO GARCAS;18/01/2019;;R$ 3.983
22019;2,32E+16;Objeto: Publicação de atos oficiais na imprensa oficial.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26414;Instituto Federal do Mato Grosso;158494;INST.FED.MATO GROSSO/CAMPUS BELA VISTA;CUIABA;28/01/2019;;R$ 3.000
22019;23191000045;Objeto: Aquisição de prateleiras para o setor de Alimentação e Nutrição  - SAN.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26414;Instituto Federal do Mato Grosso;158334;INST.FED.MATO GROSSO/CAMPUS CACERES;CACERES;22/01/2019;;R$ 17.000
22019;2,32E+16;Objeto: Contratação de palestra para recepção dos alunos no ano letivo de 2019.;Inexigibilidade de Licitação;Encerrado;26000;Ministério da Educação;26414;Instituto Federal do Mato Grosso;158334;INST.FED.MATO GROSSO/CAMPUS CACERES;CACERES;28/01/2019;;R$ 3.250
22019;2,32E+16;Objeto: Pagamento de licenciamento anual dos veículos do IFMT Campus Campo Novo do Parecis e Campus Avançado de Tangará da Serra;Inexigibilidade de Licitação;Encerrado;26000;Ministério da Educação;26414;Instituto Federal do Mato Grosso;158492;INST.FED.MATO GROSSO/CAMPUS CAMPO N. PARECIS;CAMPO NOVO DO PARECIS;28/01/2019;;R$ 1.135
22019;2,32E+16;Objeto: Serviço de manutenção corretiva maquina de lavar louça industrial 220 v, incluso todo o material necessário.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26414;Instituto Federal do Mato Grosso;158493;INST.FED.MATO GROSSO/CAMPUS JUINA;JUINA;23/01/2019;;R$ 230
22019;2,32E+16;Objeto: Licenciamento Anual de 2.019 dos 09 veículos de uso exclusivo do Instituto federal de Mato Grosso- Campus Juina.;Inexigibilidade de Licitação;Encerrado;26000;Ministério da Educação;26414;Instituto Federal do Mato Grosso;158493;INST.FED.MATO GROSSO/CAMPUS JUINA;JUINA;30/01/2019;;R$ 1.135
22019;2,32E+16;Objeto: Contratação de Serviços Postais;Inexigibilidade de Licitação;Encerrado;26000;Ministério da Educação;26414;Instituto Federal do Mato Grosso;158498;INST.FED.MATO GROSSO/CAMPUS RONDONOPOLIS;RONDONOPOLIS;31/01/2019;;R$ 6.610
22019;2,32E+16;Objeto: Pagamento de seguro DPVAT do ano de 2019 dos veículos do IFTM Reitoria, Campus Avançado Uberaba Parque Tecnológico e Campus Avançado de Campina Verde.;Inexigibilidade de Licitação;Encerrado;26000;Ministério da Educação;26413;Instituto Federal do Triângulo Mineiro;158099;INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO;UBERABA;24/01/2019;;R$ 221
22019;2,32E+15;Objeto: Autorização para emissão de Nota de Empenho para cobrir despesas com fornecimento de energia elétrica para o Instituto Federal Goiano   Campus Iporá.;Dispensa de Licitação;Publicado;26000;Ministério da Educação;26407;Instituto Federal Goiano;158667;IF GOIANO - CAMPUS IPORA;IPORA;15/01/2019;;R$ 40.000
22019;2,32E+16;Objeto: Pagamento de Seguro Obrigatório -DPVAT - para todos os veículos do campus Paracatu, exercício 2019.;Inexigibilidade de Licitação;Encerrado;26000;Ministério da Educação;26413;Instituto Federal do Triângulo Mineiro;158309;INST.FED.TRIANGULO MINEIRO/CAMPUS PARACATU;PARACATU;24/01/2019;;R$ 208
22019;2,32E+16;Objeto: Jornal Institucional - Impressão do jornal do Instituto Federal Minas Gerais. Especificações: Formato 56cmx42cm (aberto) e 28cmx42cm (fechado). Papel apergaminhado 90g/m . Cores: Capa e contracapa (páginas 1 e 8) 4x4 (colorido/policromia). Miolo: Preto e branco (páginas 2 a 7). Número de páginas: 8 (2 folhas 56x42cm dobradas ao meio). Acabamento: dobra em todas as folhas e dois grampos na lombada. Impressão off-set de alta qualidade com fotolito ou CTP incluso. A arte será fornecida pelo IFMG.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26409;Instituto Federal de Minas Gerais;158122;INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS;BELO HORIZONTE;15/01/2019;;R$ 7.190
22019;23209.000117/2019;Objeto: Prestação de serviço de manutenção em nobreak do Datacenter do Campus Bambuí;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26409;Instituto Federal de Minas Gerais;158275;INST.FED.MINAS GERAIS/CAMPUS BAMBUÍ;BAMBUI;22/01/2019;;R$ 4.417
22019;2,32E+16;Objeto: Pagamento de anuidade 2019 do Campus Bambuí, junto ao Conselho Regional de Química de Minas Gerais.;Inexigibilidade de Licitação;Encerrado;26000;Ministério da Educação;26409;Instituto Federal de Minas Gerais;158275;INST.FED.MINAS GERAIS/CAMPUS BAMBUÍ;BAMBUI;17/01/2019;;R$ 982
22019;2,32E+16;Objeto: Aquisição de materiais para TI para reposição em virtude de ocorrência de raios.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26409;Instituto Federal de Minas Gerais;158476;INST.FED.MINAS GERAIS/CAMPUS S.J.EVANGELISTA;SAO JOAO EVANGELISTA;22/01/2019;;R$ 4.810
22019;2,32E+16;Objeto: Serviços de fornecimento de energia elétrica no exercício de 2019 para a Reitoria do IF Goiano.;Dispensa de Licitação;Publicado;26000;Ministério da Educação;26407;Instituto Federal Goiano;158124;IF GOIANO;GOIANIA;16/01/2019;;R$ 200.000
22019;2,32E+16;Objeto: Contratação de serviços de fornecimento de energia elétrica necessária ao funcionamento das instalações do Instituto Federal Goiano - Campus Ceres.;Dispensa de Licitação;Publicado;26000;Ministério da Educação;26407;Instituto Federal Goiano;158302;IF GOIANO - CAMPUS CERES;CERES;11/01/2019;;R$ 800.000
22019;2,32E+15;Objeto: Fornecimento de Energia Elétrica, para o IFGoiano Câmpus Rio Verde.;Dispensa de Licitação;Publicado;26000;Ministério da Educação;26407;Instituto Federal Goiano;158299;IF GOIANO - CAMPUS RIO VERDE;RIO VERDE;17/01/2019;;R$ 1.700.000
22019;2,32E+16;Objeto: Atender as necessidades deste campus com a aquisição do fornecimento de energia elétrica para o Exercício de 2019.;Dispensa de Licitação;Publicado;26000;Ministério da Educação;26407;Instituto Federal Goiano;158298;IF GOIANO - CAMPUS URUTAI;URUTAI;18/01/2019;;R$ 780.000
22019;2,32E+16;Objeto: Aquisição de MEDICAMENTOS VETERINÁRIOS para atender as necessidades do Coordenador Geral de Laboratórios Educativos de Produção do Instituto Federal Goiano   Campus Morrinhos.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26407;Instituto Federal Goiano;158300;IF GOIANO - CAMPUS MORRINHOS;MORRINHOS;25/01/2019;;R$ 898
22019;2,32E+16;Objeto: Aquisição de copias de chaves residencial;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26421;Instituto Federal de Rondônia;158341;INST.FED.RONDONIA/CAMPUS COLORADO DO OESTE-RO;COLORADO DO OESTE;29/01/2019;;R$ 2.800
22019;2,32E+16;Objeto: Serviço de abastecimento de água para o campus em 2019.;Dispensa de Licitação;Publicado;26000;Ministério da Educação;26408;Instituto Federal do Maranhão;158291;INST.FED.DO MARANHAO/CAMPUS S.JOAO DOS PATOS;SAO JOAO DOS PATOS;23/01/2019;;R$ 33.627
22019;2,32E+16;Objeto: Fornecimento de Coffee Break para semana pedagógica.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26408;Instituto Federal do Maranhão;158295;INST.FED.DO MARANHAO/CAMPUS ACAILANDIA;ACAILANDIA;18/01/2019;;R$ 12.500
22019;2,32E+16;Objeto: Contratação de serviços de fornecimento de coffee break para um quantitativo de 100 pessoas nos dias 04 e 05 de fevereiro de 2019, dias em que acontecerão reunião da Jornada Pedagógica do IFMA   Campus São Raimundo das Mangabeiras.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26408;Instituto Federal do Maranhão;158296;INST.FED.DO MARANHAO/CAMPUS S.R.MANGABEIRAS;SAO RAIMUNDO DAS MANGABEIRAS;31/01/2019;;R$ 2.700
22019;2,32E+16;Objeto: Serviços de instalação de equipamentos - Capela e chuveiro lava - olhos - em laboratório do IFMA Campus Timon.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26408;Instituto Federal do Maranhão;158457;INST.FED.DO MARANHAO/CAMPUS TIMON;TIMON;29/01/2019;;R$ 1.518
22019;2,32E+16;Objeto: Pagamento de taxa de Inscrição em curso de capacitação.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26408;Instituto Federal do Maranhão;158294;INST.FED.DO MARANHAO/CAMPUS IMPERATRIZ;IMPERATRIZ;23/01/2019;;R$ 2.250
22019;2,32E+16;Objeto: Serviço de criação, recuperação, pintura e reforma de portas do prédio central do IFMA - Campus Zé Doca.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26408;Instituto Federal do Maranhão;158289;INST.FED.DO MARANHAO/CAMPUS ZE DOCA;ZE DOCA;17/01/2019;;R$ 11.040
22019;2,32E+16;Objeto: Contratação de pessoa física para prestação de serviços de fornecimento de Coffee Breack para atender a demanda do IFMA Campus Alcântara no exercício de 2019.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26408;Instituto Federal do Maranhão;158292;INST.FED.DO MARANHAO/CAMPUS ALCANTARA;ALCANTARA;17/01/2019;;R$ 13.020
22019;2,33E+16;Objeto: Contratação emergencial de empresa para prestação de serviços de copeira para a Reitoria do IFCE.;Dispensa de Licitação;Retificação;26000;Ministério da Educação;26405;Instituto Federal do Ceará;158133;INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA;FORTALEZA;29/01/2019;;R$ 15.330
22019;2,33E+16;Objeto: Abastecimento de água 2019;Inexigibilidade de Licitação;Encerrado;26000;Ministério da Educação;26433;Instituto Federal do Rio de Janeiro;158483;CAMPUS NILOPOLIS;NILOPOLIS;29/01/2019;;R$ 1.000
22019;2,33E+16;Objeto: Contratação de serviço comum de engenharia para reforma e adaptação de sala de aula no pavilhão 2 para  recebimento de cabeamento de rede e elétrica do novo laboratório de informática no com fornecimento de materiais e mão de obra.;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26433;Instituto Federal do Rio de Janeiro;158485;CAMPUS PINHEIRAL;PINHEIRAL;23/01/2019;;R$ 12.014
22019;2,33E+16;Objeto: Pagamento das Anotações de Responsabilidade Técnica - ART, para registro de atividades de engenharia junto ao CREA.;Inexigibilidade de Licitação;Encerrado;26000;Ministério da Educação;26427;Instituto Federal da Bahia;158145;INST.FED.DE EDUC.,CIENC.E TEC.DA BAHIA;SALVADOR;16/01/2019;;R$ 3.782
22019;2,33E+16;Objeto: Contratação da IMPRENSA NACIONAL para publicação de atos oficiais para o exercício de 2019, para o IF Sertão PE/Campus Petrolina;Inexigibilidade de Licitação;Encerrado;26000;Ministério da Educação;26430;Instituto Federal do Sertão de Pernambuco;158499;INST.FED.SERTAO PERNAMBUCANO/CAMPUS PETROLINA;PETROLINA;28/01/2019;;R$ 100
22019;2,33E+16;Objeto: Prestação de serviço de fornecimento de água e coleta de esgoto.;Inexigibilidade de Licitação;Publicado;26000;Ministério da Educação;26417;Instituto Federal da Paraíba;158280;IFPB - CAMPUS CAJAZEIRAS;CAJAZEIRAS;21/01/2019;;R$ 80.000
22019;2,33E+16;Objeto: Serviço de renovação de licença de certificação digital do servidor LUCIO RICARDO NOGUEIRA FARIAS;Dispensa de Licitação;Encerrado;26000;Ministério da Educação;26417;Instituto Federal da Paraíba;158280;IFPB - CAMPUS CAJAZEIRAS;CAJAZEIRAS;30/01/2019;;R$ 267
